entity_id,short_text,ambiguous_entity,candidate_link
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Magnetic_tape_data_storage
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Tape
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Magnetic_tape_sound_recording
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Tape_recorder
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Compact_Cassette
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Tape_drive
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Digital_Audio_Tape
243468422904688640_tape,"I have discovered washi tape and now I am in love. Multi-colored, multi-patterned masking tape for every #craft thing you can think of.",tape,http://en.wikipedia.org/wiki/Adhesive_tape
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Craft
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Robert_Craft
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Craft_unionism
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Craft_beer
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Arts_and_crafts
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/The_Craft_(film)
243466125302714368_craft,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,craft,http://en.wikipedia.org/wiki/Witchcraft
243466125302714368_diy,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,diy,http://en.wikipedia.org/wiki/DIY_culture
243466125302714368_diy,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,diy,http://en.wikipedia.org/wiki/Do_it_yourself
243466125302714368_diy,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,diy,http://en.wikipedia.org/wiki/DIY_ethic
243466125302714368_diy,Hottest gift wrap trends! We had NO idea: http://t.co/ns0IJl46 #giftwrap #craft #diy #gifts #wrapping,diy,http://en.wikipedia.org/wiki/DIY_Network
18363662339_tweet,"That previous tweet shows that not only does God always put us back in our place, He has quite the sense of humor about it.",tweet,http://en.wikipedia.org/wiki/Tweet
18363662339_tweet,"That previous tweet shows that not only does God always put us back in our place, He has quite the sense of humor about it.",tweet,http://en.wikipedia.org/wiki/Tweet_(singer)
18363662339_tweet,"That previous tweet shows that not only does God always put us back in our place, He has quite the sense of humor about it.",tweet,http://en.wikipedia.org/wiki/Twitter
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/The_Temptations
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/Temptation_of_Christ
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/The_Last_Temptation_of_Christ
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/Eve
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/Temptation
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/The_temptation_of_St._Anthony_in_visual_arts
385951167676416_temptation,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",temptation,http://en.wikipedia.org/wiki/Mobile_Suit_Zeta_Gundam
385951167676416_friends,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",friends,http://en.wikipedia.org/wiki/Friends
385951167676416_friends,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",friends,http://en.wikipedia.org/wiki/Friendship
385951167676416_friends,"Watching ""Sister Wives"". I have both Mormon and polyamorist friends on FB. Resisting the temptation to post about the show over there.",friends,http://en.wikipedia.org/wiki/Religious_Society_of_Friends
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_insurance
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_care
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_economics
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_psychology
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_education
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_(gaming)
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Health_(band)
27831201288_health,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",health,http://en.wikipedia.org/wiki/Reproductive_health
27831201288_medicine,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",medicine,http://en.wikipedia.org/wiki/Medicine
27831201288_medicine,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",medicine,http://en.wikipedia.org/wiki/History_of_medicine
27831201288_medicine,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",medicine,http://en.wikipedia.org/wiki/Shamanism
27831201288_skill,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",skill,http://en.wikipedia.org/wiki/Skill
27831201288_skill,"RT @AncientProverbs via @joemd: He that takes medicine and neglects diet, wastes the skill of the physician. -Chinese Proverb #health",skill,http://en.wikipedia.org/wiki/Statistic_(role-playing_games)
18544710674_laptop,So annoyed by my #Toshiba laptop's delicate power cord. It's like it's DESIGNED to break. #fyi #petpeeve,laptop,http://en.wikipedia.org/wiki/One_Laptop_per_Child
18544710674_laptop,So annoyed by my #Toshiba laptop's delicate power cord. It's like it's DESIGNED to break. #fyi #petpeeve,laptop,http://en.wikipedia.org/wiki/Laptop
19690793991_soup,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,soup,http://en.wikipedia.org/wiki/Soup
19690793991_soup,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,soup,http://en.wikipedia.org/wiki/The_Soup
19690793991_soup,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,soup,http://en.wikipedia.org/wiki/Soupy_Sales
19690793991_coffee,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,coffee,"http://en.wikipedia.org/wiki/Coffee_County,_Georgia"
19690793991_coffee,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,coffee,"http://en.wikipedia.org/wiki/Coffee_County,_Alabama"
19690793991_coffee,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,coffee,"http://en.wikipedia.org/wiki/Coffee_County,_Tennessee"
19690793991_coffee,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,coffee,http://en.wikipedia.org/wiki/Coffea
19690793991_coffee,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,coffee,http://en.wikipedia.org/wiki/Coffee
19690793991_heating,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,heating,http://en.wikipedia.org/wiki/Joule_heating
19690793991_heating,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,heating,http://en.wikipedia.org/wiki/HVAC
19690793991_heating,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,heating,http://en.wikipedia.org/wiki/Heating_system
19690793991_heating,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,heating,http://en.wikipedia.org/wiki/Heater
19690793991_heating,@PoppleKyle They say that soon we'll be able to get soup and coffee in self-heating cans.,heating,http://en.wikipedia.org/wiki/Central_heating
22367630910_temperaments,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",temperaments,http://en.wikipedia.org/wiki/Four_Temperaments
22367630910_temperaments,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",temperaments,http://en.wikipedia.org/wiki/Musical_temperament
22367630910_temperaments,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",temperaments,http://en.wikipedia.org/wiki/Regular_temperament
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Dog
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Duck_Hunt
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Raccoon_Dog
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Isle_of_Dogs
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Snoop_Dogg
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Nate_Dogg
22367630910_dog,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dog,http://en.wikipedia.org/wiki/Canidae
22367630910_shelter,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",shelter,http://en.wikipedia.org/wiki/Shelter_(band)
22367630910_shelter,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",shelter,http://en.wikipedia.org/wiki/Shelter_Records
22367630910_shelter,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",shelter,http://en.wikipedia.org/wiki/Shelter_(charity)
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Canidae
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Police_dog
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Dog
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Sled_dog
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Dogs_in_warfare
22367630910_dogs,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",dogs,http://en.wikipedia.org/wiki/Dog_(engineering)
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/List_of_dog_breeds
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/List_of_sheep_breeds
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/List_of_horse_breeds
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/Cat_breed
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/Dog_breed
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/Reproduction
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/Breed
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/Breeding_in_the_wild
22367630910_breeds,"Thinking of getting our first #dog. Will be a shelter dog or rescue. What are the best sites for researching breeds, temperaments? #dogs",breeds,http://en.wikipedia.org/wiki/List_of_chicken_breeds
20926896192_mile,"@Milehimama I think you should phase out ""mile hi mama"" but keep ""Mama Says."" It's a great blog name.",mile,http://en.wikipedia.org/wiki/Dragstrip
20926896192_mile,"@Milehimama I think you should phase out ""mile hi mama"" but keep ""Mama Says."" It's a great blog name.",mile,http://en.wikipedia.org/wiki/Mile
18609889857_toy,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",toy,http://en.wikipedia.org/wiki/Toy
18609889857_toy,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",toy,http://en.wikipedia.org/wiki/Toy_dog
18609889857_toy,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",toy,http://en.wikipedia.org/wiki/Sex_toy
18609889857_caterpillar,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",caterpillar,http://en.wikipedia.org/wiki/Caterpillar_Inc.
18609889857_caterpillar,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",caterpillar,http://en.wikipedia.org/wiki/Caterpillar
18609889857_caterpillar,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",caterpillar,http://en.wikipedia.org/wiki/Caterpillar_(Alice's_Adventures_in_Wonderland)
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/Father_Time
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/Time_Inc.
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/The_Time_(band)
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,"http://en.wikipedia.org/wiki/Time,_Norway"
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/Time_signature
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/Time
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/Time_(magazine)
18609889857_time,"Oh boy. 5yo found his Leapfrog Alphabet Pal caterpillar, my most hated toy of all time. Thought I threw it out. I'm in purgatory. #parenting",time,http://en.wikipedia.org/wiki/The_Time_(Dirty_Bit)
17322987380285440_price,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",price,http://en.wikipedia.org/wiki/Price
17322987380285440_price,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",price,"http://en.wikipedia.org/wiki/Price_County,_Wisconsin"
17322987380285440_price,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",price,"http://en.wikipedia.org/wiki/Price,_Utah"
17322987380285440_length,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",length,http://en.wikipedia.org/wiki/Length_overall
17322987380285440_length,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",length,http://en.wikipedia.org/wiki/Length
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/Nineteen_Eighty-Four
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/Book
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/2003_in_literature
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/The_Books
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/Musical_theatre
17322987380285440_book,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",book,http://en.wikipedia.org/wiki/Whoopi_Goldberg
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Music_sequencer
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Image_editing
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Editing
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Digital_audio_editor
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Film_editing
17322987380285440_editing,"@PoppleKyle I could do your editing for you, for a good price too! Depending on the length of the book, maybe even just free CDs :)",editing,http://en.wikipedia.org/wiki/Audio_engineering
22559453258_floor,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",floor,http://en.wikipedia.org/wiki/Floor_Jansen
22559453258_floor,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",floor,http://en.wikipedia.org/wiki/Floor
22559453258_floor,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",floor,http://en.wikipedia.org/wiki/Floor_(gymnastics)
22559453258_floor,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",floor,http://en.wikipedia.org/wiki/Flooring
22559453258_floor,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",floor,http://en.wikipedia.org/wiki/Storey
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Waste
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Trash
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Sanitation
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/White_trash
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Biodegradable_waste
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Dumpster_diving
22559453258_trash,"ME, eyeing a cluttered floor: Pick up the trash in here. 2YO: Okay. *picks up trash can* #parenting #my2yosays",trash,http://en.wikipedia.org/wiki/Exploitation_film
26381124175_pre,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,pre,http://en.wikipedia.org/wiki/Noel_Prefontaine
26381124175_pre,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,pre,http://en.wikipedia.org/wiki/Palm_Pre
26381124175_pre,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,pre,http://en.wikipedia.org/wiki/Preston_railway_station
26381124175_pre,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,pre,http://en.wikipedia.org/wiki/Steve_Prefontaine
26381124175_cut,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,cut,http://en.wikipedia.org/wiki/Cut_(earthmoving)
26381124175_cut,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,cut,http://en.wikipedia.org/wiki/Film_editing
26381124175_cut,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,cut,http://en.wikipedia.org/wiki/Cutting
26381124175_ideas,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,ideas,http://en.wikipedia.org/wiki/Idea_Cellular
26381124175_ideas,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,ideas,http://en.wikipedia.org/wiki/Idea
26381124175_ideas,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,ideas,http://en.wikipedia.org/wiki/Aether_(classical_element)
26381124175_beans,@conversiondiary Burritoes w/ canned beans; cold-cut sandwiches; salad w/ pre-cooked frozen chicken. Let me know if these ideas helped!,beans,http://en.wikipedia.org/wiki/Phaseolus_vulgaris
